This file was created by CMPT_BETA_RETS using the 202112 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on BETA.

The portfolios are constructed at the end of June. Beta is estimated using monthly returns for the past 60 months
 (requiring at least 24 months with non-missing returns). Beta is estimated using the Scholes-Williams method.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197212,   -0.41,   -0.02,   -1.49,   -2.87,   -3.83,   -0.86,    0.04,   -0.83,    0.72,   -1.33,   -1.64,   -1.55,   -3.97,   -2.77,   -4.70
197301,   -2.57,   -3.21,   -4.09,   -3.53,   -4.36,   -2.12,   -3.00,   -1.43,   -4.84,   -4.02,   -4.15,   -4.05,   -3.09,   -4.39,   -4.34
197302,   -2.91,   -4.77,   -5.95,   -8.16,   -9.44,   -2.52,   -3.28,   -3.69,   -5.76,   -6.37,   -5.55,   -8.39,   -7.98,   -8.52,  -10.20
197303,   -1.11,   -1.87,   -2.58,   -2.30,   -3.52,   -1.32,   -0.90,   -1.38,   -2.31,   -2.75,   -2.41,   -2.20,   -2.38,   -3.96,   -3.14
197304,   -2.14,   -5.23,   -6.01,   -7.21,   -9.84,   -0.77,   -3.49,   -4.97,   -5.46,   -5.15,   -6.80,   -6.94,   -7.43,   -8.72,  -10.78
197305,   -2.01,   -5.10,   -7.05,   -9.12,  -11.38,   -0.43,   -3.55,   -4.60,   -5.57,   -6.37,   -7.69,   -8.69,   -9.47,  -11.28,  -11.47
197306,   -0.50,   -1.58,   -3.60,   -2.87,   -4.46,   -0.65,   -0.34,   -2.44,   -0.77,   -3.01,   -4.16,   -2.45,   -3.21,   -3.70,   -5.09
197307,    2.36,    7.16,   11.56,   13.03,   19.03,    0.37,    4.37,    7.37,    6.98,   11.27,   11.82,   11.91,   14.02,   16.66,   20.81
197308,   -1.92,   -2.32,   -4.16,   -5.27,   -6.97,   -1.92,   -1.91,   -1.53,   -3.01,   -4.27,   -4.07,   -4.54,   -5.92,   -6.42,   -7.38
197309,    6.25,    8.41,   10.29,    9.52,    9.45,    5.41,    7.10,    7.32,    9.38,   10.85,    9.79,    9.03,    9.96,    7.55,   10.88
197310,   -0.52,    1.37,    1.13,    0.67,   -1.09,   -0.69,   -0.34,    2.55,    0.32,    1.07,    1.20,    0.85,    0.52,   -1.16,   -1.05
197311,   -9.82,  -14.22,  -18.75,  -18.99,  -22.97,   -9.10,  -10.54,  -13.16,  -15.17,  -18.21,  -19.24,  -18.74,  -19.22,  -21.59,  -24.01
197312,    1.73,   -0.06,   -2.14,   -4.87,   -6.41,    2.64,    0.81,    1.99,   -1.89,   -2.70,   -1.64,   -4.67,   -5.04,   -6.68,   -6.21
197401,    5.58,   11.13,   12.81,   16.46,   20.58,    4.49,    6.68,    8.70,   13.28,   12.48,   13.11,   17.57,   15.46,   19.97,   21.06
197402,    0.41,    0.73,    2.02,    0.07,   -0.53,    0.51,    0.31,    1.67,   -0.11,    2.37,    1.71,    1.13,   -0.88,    0.05,   -0.98
197403,   -2.09,   -0.72,    0.32,    0.84,    0.52,   -2.30,   -1.88,   -1.50,   -0.02,   -0.38,    0.96,    0.97,    0.72,    0.22,    0.75
197404,   -7.02,   -4.38,   -4.99,   -5.42,   -5.69,   -8.45,   -5.58,   -5.27,   -3.59,   -4.92,   -5.05,   -4.85,   -5.94,   -5.33,   -5.97
197405,   -6.04,   -6.12,   -6.94,   -7.79,   -8.51,   -6.41,   -5.66,   -6.46,   -5.81,   -6.75,   -7.10,   -7.59,   -7.96,   -7.73,   -9.11
197406,   -2.44,   -1.79,   -2.68,   -2.27,   -3.00,   -3.28,   -1.57,   -1.98,   -1.61,   -2.52,   -2.82,   -2.46,   -2.10,   -2.47,   -3.41
197407,   -2.23,   -3.46,   -4.29,   -4.67,   -5.87,   -2.10,   -2.37,   -2.44,   -4.32,   -4.22,   -4.36,   -4.23,   -5.08,   -5.14,   -6.44
197408,   -8.50,   -8.20,   -8.06,   -8.09,   -7.90,   -8.06,   -8.95,   -8.40,   -8.03,   -7.92,   -8.20,   -7.62,   -8.52,   -8.11,   -7.73
197409,   -5.94,   -7.51,   -7.76,   -8.46,   -9.77,   -5.17,   -6.74,   -8.51,   -6.69,   -8.62,   -6.93,   -8.98,   -7.98,   -8.87,  -10.48
197410,   14.07,   12.18,   12.51,    9.72,    8.60,   12.79,   15.39,   13.57,   11.03,   10.51,   14.46,    9.19,   10.20,    8.14,    8.95
197411,   -2.00,   -2.98,   -5.67,   -5.52,   -6.43,   -1.43,   -2.59,   -3.02,   -2.96,   -5.26,   -6.06,   -4.87,   -6.11,   -6.20,   -6.61
197412,   -4.02,   -3.93,   -6.63,   -8.71,  -11.06,   -4.49,   -3.53,   -3.55,   -4.25,   -6.16,   -7.08,   -8.49,   -8.91,   -9.80,  -12.05
197501,   20.10,   21.95,   27.20,   33.94,   44.07,   20.39,   19.80,   19.58,   23.94,   26.56,   27.82,   30.87,   36.77,   40.83,   46.59
197502,    3.30,    4.77,    3.87,    4.62,    6.15,    3.38,    3.23,    5.43,    4.22,    3.72,    4.01,    3.74,    5.44,    4.98,    7.06
197503,    1.51,    5.42,    7.21,   11.24,   14.39,    0.38,    2.69,    4.13,    6.52,    6.47,    7.92,   10.11,   12.27,   11.46,   16.67
197504,    2.00,    4.06,    3.40,    2.66,    3.29,    0.67,    3.39,    3.13,    4.85,    2.93,    3.86,    2.26,    3.03,    3.86,    2.84
197505,    5.65,    5.65,    6.11,    8.25,    8.01,    6.27,    5.01,    5.10,    6.12,    6.04,    6.18,    7.91,    8.57,    7.53,    8.38
197506,    6.74,    6.97,    7.23,    8.66,   10.99,    6.49,    7.00,    6.92,    7.00,    7.57,    6.91,    7.03,   10.16,   11.37,   10.69
197507,   -0.25,   -0.78,   -0.94,   -0.97,   -1.64,    0.50,   -1.46,   -0.94,   -0.60,   -0.24,   -1.68,   -1.25,   -0.74,   -0.99,   -2.11
197508,   -2.39,   -3.45,   -4.86,   -5.59,   -7.16,   -2.37,   -2.41,   -3.49,   -3.41,   -4.65,   -5.08,   -4.93,   -6.14,   -6.52,   -7.62
197509,   -2.06,   -2.96,   -3.30,   -3.96,   -5.32,   -2.08,   -2.04,   -2.92,   -3.00,   -2.72,   -3.90,   -4.61,   -3.44,   -4.79,   -5.70
197510,    1.52,    2.15,    2.49,    1.62,    1.60,    1.16,    2.09,    1.84,    2.47,    1.91,    3.11,    2.01,    1.30,    1.20,    1.89
197511,    1.53,    2.61,    2.61,    2.75,    1.42,    0.75,    2.76,    2.41,    2.82,    3.05,    2.15,    3.36,    2.26,    2.04,    0.97
197512,    0.42,   -1.12,   -0.50,   -0.96,   -0.56,    1.01,   -0.52,   -1.10,   -1.13,   -1.04,    0.08,   -1.67,   -0.39,   -1.38,    0.06
197601,   11.40,   15.86,   18.95,   20.98,   25.71,   10.05,   13.51,   15.31,   16.44,   17.57,   20.41,   19.74,   22.00,   24.37,   26.71
197602,    6.15,    8.29,   11.13,   13.09,   16.94,    6.28,    5.95,    7.48,    9.14,   11.45,   10.79,   11.92,   14.05,   17.34,   16.65
197603,    2.04,    2.09,    1.51,    2.09,    2.41,    1.48,    2.92,    2.71,    1.45,    1.33,    1.71,    2.15,    2.03,    0.53,    3.80
197604,    1.10,    0.33,   -0.01,   -1.50,   -2.35,    1.41,    0.62,    0.38,    0.27,    0.33,   -0.38,   -1.47,   -1.53,   -2.33,   -2.36
197605,    0.03,   -1.55,   -1.00,   -2.03,   -4.45,    0.38,   -0.49,   -1.36,   -1.76,   -1.20,   -0.78,   -1.21,   -2.70,   -4.08,   -4.72
197606,    2.32,    2.85,    3.06,    2.45,    3.95,    2.07,    2.69,    2.83,    2.87,    2.99,    3.14,    2.19,    2.66,    4.11,    3.83
197607,    1.07,    0.83,    0.80,    0.68,   -1.36,    0.88,    1.35,    0.76,    0.90,    1.11,    0.54,    0.77,    0.59,   -0.62,   -1.89
197608,    0.48,   -1.05,   -1.08,   -1.83,   -3.18,    0.31,    0.74,   -0.79,   -1.30,   -1.17,   -1.00,   -1.33,   -2.30,   -2.51,   -3.66
197609,    2.13,    1.55,    1.64,    1.75,    1.10,    2.13,    2.14,    2.19,    0.94,    1.43,    1.81,    1.85,    1.66,    1.12,    1.08
197610,   -0.19,   -1.60,   -2.13,   -2.18,   -4.00,   -0.29,   -0.06,   -1.79,   -1.41,   -1.53,   -2.61,   -1.67,   -2.67,   -2.68,   -4.93
197611,    1.98,    1.42,    3.32,    3.11,    3.28,    1.97,    1.99,    1.20,    1.63,    3.74,    2.98,    2.79,    3.43,    2.62,    3.75
197612,    7.08,    7.86,    9.60,   10.61,   12.67,    6.41,    8.04,    7.87,    7.85,    8.74,   10.30,    9.93,   11.26,   12.15,   13.05
197701,    2.95,    1.58,    3.13,    3.46,    4.77,    3.17,    2.64,    1.31,    1.83,    2.08,    3.98,    3.19,    3.71,    4.76,    4.78
197702,    0.79,    0.21,    0.26,   -0.01,   -0.06,    0.57,    1.09,    0.62,   -0.17,    0.34,    0.20,    0.40,   -0.42,    0.54,   -0.49
197703,    0.87,    1.48,    1.28,    0.93,    0.69,    1.11,    0.53,    1.28,    1.67,    1.75,    0.91,    0.65,    1.19,    0.57,    0.77
197704,    1.19,    1.65,    2.90,    1.91,    1.21,    1.58,    0.65,    1.14,    2.12,    2.50,    3.23,    1.75,    2.06,    2.17,    0.52
197705,    0.54,    0.13,    0.40,    0.67,    0.33,    0.64,    0.39,   -0.29,    0.52,    0.15,    0.60,    1.18,    0.16,    1.33,   -0.38
197706,    3.67,    4.07,    5.47,    6.16,    7.21,    3.82,    3.47,    3.84,    4.29,    5.09,    5.77,    5.38,    6.93,    8.05,    6.61
197707,    1.04,    0.68,    0.43,    1.13,    1.74,    0.80,    1.38,    0.62,    0.73,    1.05,   -0.20,    0.57,    1.67,    1.18,    2.16
197708,   -0.02,   -1.12,    0.11,   -0.76,   -0.53,   -0.28,    0.35,   -1.43,   -0.83,    0.12,    0.10,   -1.42,   -0.11,   -0.18,   -0.80
197709,    1.54,    0.71,    1.15,    1.32,    1.38,    1.61,    1.43,    0.82,    0.61,    1.09,    1.21,    1.57,    1.07,    0.99,    1.67
197710,   -0.99,   -2.29,   -2.36,   -2.85,   -3.05,   -1.07,   -0.88,   -2.38,   -2.21,   -2.20,   -2.52,   -2.83,   -2.88,   -3.36,   -2.83
197711,    4.44,    6.18,    7.28,    9.15,    9.19,    4.04,    5.04,    5.94,    6.40,    7.49,    7.07,    8.63,    9.67,    9.81,    8.74
197712,    1.72,    1.63,    1.95,    2.27,    2.16,    2.18,    1.06,    1.60,    1.65,    2.51,    1.37,    2.03,    2.50,    1.72,    2.49
197801,   -1.01,   -2.06,   -1.85,   -2.11,   -0.17,   -0.81,   -1.30,   -1.95,   -2.17,   -1.76,   -1.93,   -2.66,   -1.57,   -0.14,   -0.18
197802,    1.82,    1.53,    2.64,    2.83,    3.27,    1.60,    2.15,    1.60,    1.46,    3.02,    2.25,    2.32,    3.33,    3.49,    3.12
197803,    4.26,    4.82,    6.26,    7.50,    9.86,    4.39,    4.07,    4.30,    5.31,    6.29,    6.22,    7.17,    7.83,   10.30,    9.55
197804,    5.28,    7.00,    8.50,    9.15,   10.36,    5.03,    5.65,    6.34,    7.63,    9.66,    7.33,    8.51,    9.78,   10.86,   10.00
197805,    4.53,    5.30,    6.31,    7.17,    9.47,    4.27,    4.92,    4.35,    6.20,    5.86,    6.78,    6.91,    7.42,    9.46,    9.48
197806,    1.32,    0.43,    0.74,    0.66,    0.80,    2.02,    0.28,   -0.04,    0.88,    0.73,    0.76,    0.85,    0.48,    1.39,    0.38
197807,    3.79,    4.78,    4.73,    6.10,    6.64,    3.75,    3.85,    4.38,    5.16,    4.40,    5.04,    5.74,    6.49,    6.62,    6.66
197808,    6.29,    6.29,    8.34,    9.50,   13.98,    6.66,    5.70,    6.84,    5.76,    8.14,    8.52,    9.82,    9.15,   11.39,   15.63
197809,    1.15,    0.75,    0.26,   -0.60,    0.32,    1.37,    0.80,    0.43,    1.05,    1.08,   -0.53,   -0.69,   -0.50,   -0.24,    0.67
197810,  -11.43,  -14.69,  -17.91,  -20.98,  -25.35,  -10.87,  -12.33,  -13.99,  -15.37,  -17.94,  -17.88,  -20.14,  -21.90,  -22.88,  -26.92
197811,    1.95,    2.28,    4.14,    6.11,    7.21,    1.87,    2.10,    1.64,    2.89,    4.39,    3.90,    5.63,    6.64,    6.63,    7.58
197812,    1.01,    1.28,    1.55,    1.84,    1.47,    0.88,    1.22,    0.88,    1.66,    1.82,    1.29,    1.60,    2.10,    1.68,    1.33
197901,    7.73,    8.21,    9.28,   10.75,   10.86,    7.35,    8.35,    8.56,    7.87,    8.88,    9.68,   10.21,   11.34,   10.70,   10.96
197902,   -0.71,   -0.86,   -2.32,   -2.54,   -3.80,   -0.85,   -0.49,   -0.96,   -0.77,   -2.10,   -2.54,   -2.51,   -2.58,   -3.51,   -3.98
197903,    5.28,    7.45,    8.26,   10.11,   10.03,    5.44,    5.02,    7.01,    7.85,    7.76,    8.75,   10.81,    9.33,    9.22,   10.55
197904,    2.34,    1.83,    2.68,    3.21,    3.15,    2.51,    2.06,    1.95,    1.72,    3.13,    2.23,    3.44,    2.95,    3.63,    2.84
197905,    0.22,   -0.41,   -1.07,   -1.61,   -1.36,    0.65,   -0.47,   -0.27,   -0.53,   -1.29,   -0.86,   -1.81,   -1.39,   -2.47,   -0.64
197906,    4.72,    5.20,    5.23,    6.29,    5.29,    4.21,    5.55,    5.30,    5.10,    5.52,    4.94,    5.68,    6.99,    5.03,    5.46
197907,    2.21,    3.24,    1.90,    2.07,    1.81,    1.93,    2.67,    3.47,    2.99,    2.25,    1.60,    1.94,    2.19,    2.57,    1.36
197908,    5.67,    6.98,    8.10,    8.59,    8.98,    5.28,    6.29,    6.31,    7.76,    8.22,    7.99,    8.67,    8.51,    9.41,    8.73
197909,    0.08,    0.10,    0.38,   -0.89,   -0.90,   -0.07,    0.31,   -0.05,    0.27,    0.97,   -0.12,   -0.52,   -1.25,   -1.14,   -0.77
197910,   -7.18,   -8.92,   -9.60,  -10.78,  -11.78,   -6.65,   -8.01,   -8.96,   -8.87,   -9.73,   -9.49,  -10.86,  -10.71,  -11.43,  -11.99
197911,    5.03,    5.80,    6.51,    7.32,    8.17,    4.74,    5.50,    5.32,    6.36,    6.09,    6.87,    7.13,    7.50,    7.06,    8.83
197912,    3.67,    4.79,    5.91,    7.37,    8.34,    3.25,    4.34,    4.39,    5.25,    5.71,    6.08,    6.54,    8.18,    7.59,    8.79
198001,    6.91,    8.25,    8.97,    8.84,   12.64,    7.00,    6.77,    8.39,    8.10,    8.75,    9.15,    9.22,    8.47,    9.08,   14.78
198002,   -1.26,   -2.07,   -2.20,   -1.41,   -0.45,   -0.92,   -1.80,   -1.41,   -2.82,   -1.90,   -2.46,   -1.28,   -1.54,   -0.80,   -0.23
198003,  -11.75,  -14.09,  -15.11,  -17.01,  -20.15,  -11.24,  -12.56,  -14.45,  -13.68,  -14.92,  -15.28,  -16.06,  -17.95,  -18.62,  -21.07
198004,    5.81,    5.06,    5.13,    5.37,    5.84,    5.38,    6.49,    5.93,    4.05,    5.12,    5.13,    4.94,    5.79,    5.87,    5.82
198005,    5.87,    7.58,    7.62,    7.65,    8.22,    5.70,    6.15,    6.87,    8.41,    7.10,    8.06,    6.91,    8.38,    8.05,    8.32
198006,    4.45,    4.12,    3.68,    4.42,    4.13,    4.73,    4.01,    3.66,    4.66,    4.58,    2.92,    4.38,    4.45,    3.81,    4.33
198007,    5.18,    7.09,    9.42,    9.81,   12.85,    3.66,    6.77,    6.37,    7.79,    8.90,    9.91,    9.39,   10.20,   12.88,   12.83
198008,    2.59,    4.74,    5.55,    7.69,    9.82,    1.64,    3.58,    4.71,    4.78,    5.56,    5.54,    7.17,    8.18,    9.32,   10.14
198009,    2.94,    3.21,    5.13,    3.61,    5.57,    3.42,    2.43,    3.12,    3.30,    4.97,    5.27,    4.61,    2.68,    4.97,    5.96
198010,    2.13,    1.79,    2.39,    4.58,    4.26,    2.77,    1.46,    1.94,    1.64,    2.54,    2.25,    3.83,    5.28,    3.98,    4.45
198011,    2.67,    5.16,    5.64,    6.59,    8.53,    1.46,    3.94,    4.04,    6.27,    5.23,    6.02,    5.81,    7.33,    8.34,    8.65
198012,   -0.09,   -1.77,   -2.61,   -4.38,   -4.77,    0.21,   -0.42,   -0.50,   -3.03,   -2.33,   -2.87,   -4.16,   -4.59,   -4.25,   -5.11
198101,    2.44,    1.05,    1.11,   -0.10,    0.00,    2.79,    2.07,    1.44,    0.66,    0.11,    2.03,   -0.53,    0.32,   -0.39,    0.26
198102,    1.50,    2.75,    1.48,    1.00,   -0.66,    1.03,    2.00,    2.17,    3.33,    1.58,    1.39,    1.65,    0.39,   -0.17,   -0.99
198103,    4.82,    6.82,    7.66,    9.29,    9.33,    4.60,    5.05,    6.46,    7.17,    7.59,    7.73,    9.27,    9.30,    8.83,    9.66
198104,    2.50,    2.62,    3.23,    3.05,    3.78,    2.69,    2.29,    2.93,    2.32,    2.60,    3.80,    2.68,    3.39,    3.23,    4.15
198105,    1.77,    2.49,    2.57,    2.63,    4.16,    1.71,    1.83,    2.90,    2.08,    3.02,    2.15,    2.34,    2.89,    3.77,    4.42
198106,    1.88,    1.17,    0.02,   -0.66,   -2.06,    2.25,    1.49,    1.80,    0.54,    0.01,    0.04,   -0.45,   -0.86,   -1.55,   -2.40
198107,   -0.58,   -2.21,   -2.98,   -1.39,   -2.42,    0.58,   -1.57,   -2.45,   -1.96,   -2.68,   -3.34,   -1.08,   -1.69,   -1.58,   -2.88
198108,   -3.01,   -5.08,   -6.21,   -7.58,  -10.54,   -1.82,   -4.00,   -3.63,   -6.64,   -5.37,   -7.21,   -6.67,   -8.45,   -9.31,  -11.22
198109,   -4.53,   -5.82,   -6.79,   -9.34,  -10.65,   -3.95,   -5.01,   -5.31,   -6.37,   -6.71,   -6.89,   -9.13,   -9.54,   -9.64,  -11.20
198110,    5.46,    5.03,    6.24,    7.93,    8.94,    5.17,    5.70,    4.86,    5.22,    6.18,    6.31,    6.63,    9.19,    7.74,    9.60
198111,    4.20,    3.73,    3.13,    2.67,   -0.03,    4.62,    3.85,    3.51,    3.98,    3.29,    2.92,    2.93,    2.42,    0.66,   -0.41
198112,   -0.97,   -0.78,   -1.59,   -2.16,   -3.69,   -0.89,   -1.03,   -0.74,   -0.83,   -1.93,   -1.19,   -2.26,   -2.06,   -2.89,   -4.12
198201,    0.41,   -1.49,   -2.14,   -3.40,   -1.65,    1.29,   -0.32,   -1.52,   -1.46,   -1.70,   -2.67,   -3.21,   -3.58,   -2.18,   -1.35
198202,   -0.44,   -1.70,   -3.28,   -5.07,   -6.05,    0.53,   -1.24,   -1.34,   -2.07,   -3.45,   -3.08,   -5.30,   -4.84,   -5.32,   -6.45
198203,    1.08,    0.04,    0.29,   -1.37,   -2.81,    1.32,    0.89,    0.67,   -0.64,   -0.53,    1.29,    0.18,   -2.87,   -1.17,   -3.70
198204,    4.21,    4.46,    4.75,    4.56,    7.46,    4.23,    4.20,    3.90,    5.06,    4.91,    4.56,    4.05,    5.05,    6.58,    7.94
198205,   -0.85,   -2.10,   -1.64,   -2.83,   -3.09,   -0.49,   -1.14,   -1.64,   -2.59,   -2.13,   -1.03,   -2.41,   -3.24,   -3.13,   -3.07
198206,   -1.42,   -1.24,   -1.72,   -2.92,   -4.05,   -0.85,   -1.89,   -1.59,   -0.86,   -2.24,   -1.08,   -2.58,   -3.23,   -2.69,   -4.78
198207,   -0.73,    0.11,   -1.07,   -1.48,   -2.78,   -0.45,   -0.94,   -0.04,    0.28,   -0.83,   -1.35,   -1.92,   -1.05,   -1.67,   -3.37
198208,    5.36,    6.41,    7.09,    7.88,    7.95,    6.37,    4.57,    6.50,    6.31,    6.14,    8.17,    8.05,    7.71,    7.89,    7.98
198209,    4.30,    4.91,    4.45,    4.15,    0.50,    2.74,    5.50,    4.66,    5.18,    4.76,    4.09,    4.28,    4.02,    1.66,   -0.13
198210,    9.24,   11.54,   12.38,   13.95,   15.42,    6.57,   11.31,   11.39,   11.70,   11.41,   13.49,   12.70,   15.20,   15.74,   15.24
198211,    6.91,    9.00,    9.88,   10.32,    9.55,    5.92,    7.67,    8.38,    9.68,    9.59,   10.21,   10.80,    9.85,   11.44,    8.54
198212,    1.89,    1.89,    1.50,    1.85,    1.93,    2.55,    1.37,    1.88,    1.89,    1.67,    1.30,    3.56,    0.18,    2.73,    1.49
198301,    5.41,    5.92,    7.00,   10.64,   15.43,    6.01,    4.94,    6.12,    5.69,    6.40,    7.68,    9.21,   12.03,   11.88,   17.37
198302,    5.84,    5.80,    7.17,    7.29,    4.12,    5.20,    6.32,    6.00,    5.56,    7.16,    7.19,    7.04,    7.53,    5.44,    3.40
198303,    5.03,    6.62,    5.16,    5.69,    4.71,    3.23,    6.42,    6.81,    6.41,    5.91,    4.31,    6.04,    5.36,    4.99,    4.56
198304,    7.39,    8.69,    8.19,    7.74,    7.74,    7.15,    7.58,    9.29,    8.02,    7.40,    9.09,    7.43,    8.04,    7.44,    7.90
198305,    4.35,    5.42,    7.34,    9.32,   12.21,    3.86,    4.73,    4.56,    6.38,    7.17,    7.53,    8.66,    9.95,   10.52,   13.14
198306,    2.87,    3.68,    4.47,    4.91,    5.54,    1.66,    3.80,    3.32,    4.08,    4.59,    4.34,    4.87,    4.96,    6.63,    4.94
198307,    0.82,   -0.23,   -1.06,   -2.08,   -3.35,    1.54,    0.23,   -0.27,   -0.18,   -0.60,   -1.50,   -1.77,   -2.39,   -2.51,   -3.80
198308,   -0.45,   -1.92,   -2.83,   -2.89,   -4.73,   -0.57,   -0.36,   -1.77,   -2.09,   -3.51,   -2.17,   -2.51,   -3.26,   -3.97,   -5.13
198309,    2.10,    2.52,    1.55,    0.15,   -1.31,    2.05,    2.13,    2.16,    2.95,    1.71,    1.40,    0.32,   -0.03,    0.15,   -2.09
198310,   -0.60,   -2.50,   -4.14,   -5.31,   -9.30,   -0.51,   -0.67,   -1.91,   -3.19,   -3.70,   -4.55,   -4.05,   -6.56,   -7.82,  -10.08
198311,    1.13,    3.37,    4.18,    4.06,    3.97,    0.05,    2.01,    2.78,    4.07,    3.61,    4.72,    3.91,    4.20,    3.83,    4.04
198312,   -1.34,   -0.46,   -0.36,   -2.02,   -3.25,   -2.29,   -0.56,   -0.18,   -0.78,   -0.58,   -0.16,   -1.17,   -2.87,   -1.90,   -3.96
198401,    2.10,    1.02,   -0.22,    1.17,   -0.37,    2.31,    1.92,    1.09,    0.94,   -0.61,    0.15,    0.79,    1.55,   -1.27,    0.10
198402,   -2.83,   -4.71,   -5.52,   -6.32,   -6.07,   -2.90,   -2.77,   -4.29,   -5.19,   -5.22,   -5.80,   -6.55,   -6.08,   -5.34,   -6.45
198403,    1.06,    1.75,    1.85,    1.21,    0.14,    1.34,    0.81,    1.66,    1.85,    1.40,    2.27,    1.18,    1.23,    0.50,   -0.06
198404,   -0.84,   -0.14,   -0.22,   -2.00,   -3.45,   -1.87,    0.02,   -0.07,   -0.22,    0.19,   -0.59,   -1.81,   -2.19,   -2.42,   -3.99
198405,   -1.52,   -3.83,   -4.50,   -5.39,   -7.02,   -0.41,   -2.46,   -4.35,   -3.23,   -4.22,   -4.75,   -5.05,   -5.72,   -5.66,   -7.74
198406,    1.79,    3.13,    2.23,    1.57,    1.42,    1.25,    2.24,    2.20,    4.20,    1.24,    3.17,    1.92,    1.22,    1.58,    1.34
198407,   -1.79,   -2.00,   -3.23,   -4.48,   -7.72,   -1.95,   -1.67,   -1.53,   -2.46,   -1.90,   -4.67,   -3.80,   -5.06,   -5.60,   -8.75
198408,    4.97,    7.64,    8.97,   10.28,   11.85,    4.32,    5.48,    6.63,    8.63,    8.45,    9.53,   10.31,   10.26,   11.03,   12.25
198409,    2.46,    1.85,   -0.14,   -0.90,   -1.61,    2.93,    2.09,    2.60,    1.12,   -0.03,   -0.26,   -0.74,   -1.04,   -0.80,   -2.01
198410,    0.69,   -0.15,   -1.44,   -3.19,   -4.67,    0.78,    0.61,    0.61,   -0.89,   -1.33,   -1.56,   -3.84,   -2.63,   -4.05,   -4.98
198411,   -0.42,   -0.97,   -2.08,   -3.34,   -5.95,    0.94,   -1.47,   -0.79,   -1.16,   -1.97,   -2.20,   -3.15,   -3.50,   -4.89,   -6.48
198412,    1.20,    1.40,    1.38,    1.08,   -0.12,    2.02,    0.57,    1.40,    1.40,    1.38,    1.39,    1.48,    0.73,    0.07,   -0.21
198501,    5.89,    9.01,   10.73,   11.55,   16.17,    4.12,    7.27,    8.65,    9.35,    9.96,   11.59,   10.79,   12.22,   14.29,   17.12
198502,    3.47,    3.63,    4.17,    4.04,    4.89,    3.36,    3.55,    4.54,    2.74,    3.99,    4.38,    4.65,    3.50,    3.72,    5.47
198503,    2.12,    0.14,   -1.73,   -1.66,   -2.34,    2.67,    1.70,    0.53,   -0.24,   -1.06,   -2.48,   -1.29,   -1.99,   -1.84,   -2.59
198504,    0.88,    0.56,   -1.20,   -1.20,   -3.11,    0.61,    1.09,    0.27,    0.85,   -0.21,   -2.31,   -1.57,   -0.89,   -2.20,   -3.56
198505,    3.92,    3.59,    2.24,    3.23,    1.83,    3.79,    4.02,    4.42,    2.77,    1.93,    2.59,    3.03,    3.40,    1.11,    2.20
198506,    1.87,    1.96,    0.99,   -0.10,   -0.90,    2.41,    1.47,    1.55,    2.36,    1.04,    0.94,   -0.49,    0.24,   -0.19,   -1.26
198507,    0.34,    1.95,    1.61,    1.73,    2.19,   -0.38,    1.04,    2.61,    1.24,    2.07,    1.15,    1.38,    2.04,    2.93,    1.80
198508,    1.08,    0.09,   -0.69,   -1.38,   -1.38,    1.56,    0.61,    0.86,   -0.73,   -0.37,   -1.01,   -1.64,   -1.15,   -0.32,   -1.94
198509,   -2.53,   -3.24,   -4.19,   -6.06,   -8.24,   -2.87,   -2.20,   -3.40,   -3.06,   -4.41,   -3.96,   -5.48,   -6.59,   -6.84,   -8.98
198510,    2.21,    3.52,    3.42,    2.74,    0.96,    2.25,    2.17,    3.01,    4.07,    3.27,    3.57,    3.55,    2.01,    0.71,    1.10
198511,    4.77,    5.63,    5.47,    5.07,    6.62,    4.78,    4.75,    5.75,    5.51,    5.88,    5.06,    5.89,    4.33,    6.57,    6.64
198512,    2.97,    3.13,    2.10,    2.77,    3.12,    2.93,    3.00,    3.06,    3.21,    2.09,    2.11,    3.46,    2.15,    3.12,    3.12
198601,    3.02,    3.05,    2.95,    1.87,    5.18,    2.81,    3.22,    3.54,    2.51,    2.18,    3.74,    1.90,    1.85,    3.12,    6.29
198602,    5.06,    6.55,    6.56,    5.89,    7.16,    5.38,    4.75,    6.12,    7.01,    7.13,    5.98,    6.07,    5.73,    5.72,    7.95
198603,    4.70,    5.21,    5.11,    5.52,    4.17,    5.48,    3.96,    5.27,    5.14,    4.97,    5.26,    6.18,    4.91,    4.94,    3.75
198604,    0.75,    2.15,    0.34,    0.77,    1.41,    0.51,    0.99,    1.78,    2.56,    0.55,    0.13,    1.89,   -0.26,    0.62,    1.85
198605,    4.19,    4.26,    3.71,    4.90,    3.23,    4.44,    3.94,    4.20,    4.33,    3.85,    3.56,    5.79,    4.08,    3.12,    3.29
198606,    3.83,    1.57,    1.46,   -0.96,   -0.81,    3.37,    4.27,    2.59,    0.47,    0.90,    2.02,   -1.34,   -0.60,   -0.31,   -1.09
